"","Forest","PlotID","Species","RelDen","RelDom","RelFreq","IV"
"1","Beaver Creek",17,"american elm",34.4827586206897,39.8161409997539,33.3333333333333,107.632232953777
"2","Beaver Creek",17,"sugar maple",13.7931034482759,4.9285456131156,33.3333333333333,52.0549823947248
"3","Beaver Creek",17,"white ash",51.7241379310345,55.2553133871305,40,146.979451318165
"4","Beaver Creek",18,"american elm",56.6666666666667,40.4480763653201,33.3333333333333,130.44807636532
"5","Beaver Creek",18,"sugar maple",13.3333333333333,14.4456034478372,33.3333333333333,61.1122701145039
"6","Beaver Creek",18,"white ash",30,45.1063201868427,40,115.106320186843
"7","Degrasse",10,"red maple",7.69230769230769,2.03067576689417,60,69.7229834592019
"8","Degrasse",10,"red pine",76.9230769230769,95.4550252645205,46.6666666666667,219.044768854264
"9","Degrasse",10,"white pine",15.3846153846154,2.51429896858533,53.3333333333333,71.232247686534
"10","Degrasse",11,"red pine",93.3333333333333,96.7692848156296,46.6666666666667,236.76928481563
"11","Degrasse",11,"white pine",6.66666666666667,3.23071518437036,53.3333333333333,63.2307151843704
"12","Degrasse",12,"red pine",78.5714285714286,93.3115659665717,46.6666666666667,218.549661204667
"13","Degrasse",12,"spruce",7.14285714285714,1.59357480999818,6.66666666666667,15.403098619522
"14","Degrasse",12,"white pine",14.2857142857143,5.09485922343011,53.3333333333333,72.7139068424777
"15","Donnerville",1,"american beech",3.84615384615385,1.1962798159206,40,45.0424336620744
"16","Donnerville",1,"big toothed aspen",15.3846153846154,22.3978370473254,6.66666666666667,44.4491190986075
"17","Donnerville",1,"catscratch",3.84615384615385,0.656394960724608,26.6666666666667,31.1692154735451
"18","Donnerville",1,"red maple",19.2307692307692,8.12643217175493,60,87.3572014025242
"19","Donnerville",1,"sugar maple",57.6923076923077,67.6230560042744,33.3333333333333,158.648697029915
"20","Donnerville",2,"american beech",24.2424242424242,13.8835062867934,40,78.1259305292176
"21","Donnerville",2,"american elm",3.03030303030303,0.899540330075232,33.3333333333333,37.2631766937116
"22","Donnerville",2,"black cherry",15.1515151515152,16.3518463795122,20,51.5033615310274
"23","Donnerville",2,"hornbeam",3.03030303030303,1.33780536893996,6.66666666666667,11.0347750659097
"24","Donnerville",2,"red maple",12.1212121212121,12.3379546085611,60,84.4591667297732
"25","Donnerville",2,"sugar maple",6.06060606060606,28.001396074225,33.3333333333333,67.3953354681644
"26","Donnerville",2,"Unknown1",30.3030303030303,23.2929157557203,6.66666666666667,60.2626127254173
"27","Donnerville",2,"white ash",6.06060606060606,3.89503519617281,40,49.9556412567789
"28","Donnerville",3,"american beech",17.6470588235294,7.10760699475534,40,64.7546658182847
"29","Donnerville",3,"catscratch",5.88235294117647,2.80261068610479,26.6666666666667,35.3516302939479
"30","Donnerville",3,"red maple",11.7647058823529,15.3810918461481,60,87.1457977285011
"31","Donnerville",3,"sugar maple",35.2941176470588,24.871122643646,33.3333333333333,93.4985736240381
"32","Donnerville",3,"yellow birch",29.4117647058823,49.8375678293458,13.3333333333333,92.5826658685614
"33","South Hammond",4,"black cherry",3.84615384615385,1.82102765839719,20,25.667181504551
"34","South Hammond",4,"catscratch",7.69230769230769,2.69671267556526,26.6666666666667,37.0556870345396
"35","South Hammond",4,"choke cherry",7.69230769230769,2.71361545050064,13.3333333333333,23.7392564761417
"36","South Hammond",4,"red oak",15.3846153846154,18.3482274825477,20,53.7328428671631
"37","South Hammond",4,"shagbark hickory",3.84615384615385,1.1843312034321,6.66666666666667,11.6971517162526
"38","South Hammond",4,"white oak",34.6153846153846,52.3842766294502,20,106.999661244835
"39","South Hammond",4,"white pine",26.9230769230769,20.8518089001069,53.3333333333333,101.108219156517
"40","South Hammond",5,"quaking aspen",4.76190476190476,11.2245211316264,6.66666666666667,22.6530925601979
"41","South Hammond",5,"red maple",19.047619047619,30.5818394687344,60,109.629458516353
"42","South Hammond",5,"red oak",52.3809523809524,28.2297224674677,20,100.61067484842
"43","South Hammond",5,"white ash",4.76190476190476,1.6975356032398,40,46.4594403651446
"44","South Hammond",5,"white oak",4.76190476190476,2.6126636213581,20,27.3745683832629
"45","South Hammond",5,"white pine",14.2857142857143,25.6537177075736,53.3333333333333,93.2727653266212
"46","South Hammond",6,"catscratch",5.26315789473684,1.20152094569779,26.6666666666667,33.1313455071013
"47","South Hammond",6,"choke cherry",5.26315789473684,4.99091639266903,13.3333333333333,23.5874076207392
"48","South Hammond",6,"red oak",47.3684210526316,71.1837678607042,20,138.552188913336
"49","South Hammond",6,"red pine",10.5263157894737,5.64840173193387,46.6666666666667,62.8413841880742
"50","South Hammond",6,"white ash",5.26315789473684,6.2251317858688,40,51.4882896806056
"51","South Hammond",6,"white oak",10.5263157894737,4.1222249225414,20,34.6485407120151
"52","South Hammond",6,"white pine",15.7894736842105,6.62803636058488,53.3333333333333,75.7508433781287
"53","Whipoorwill",13,"american elm",3.125,1.449162968727,33.3333333333333,37.9074963020603
"54","Whipoorwill",13,"red maple",25,6.06933111106438,60,91.0693311110644
"55","Whipoorwill",13,"red pine",34.375,35.1472625607268,46.6666666666667,116.188929227393
"56","Whipoorwill",13,"white pine",37.5,57.3342433594818,53.3333333333333,148.167576692815
"57","Whipoorwill",14,"american beech",9.09090909090909,2.72064142846786,40,51.811550519377
"58","Whipoorwill",14,"red maple",21.2121212121212,12.464079296255,60,93.6762005083762
"59","Whipoorwill",14,"red pine",3.03030303030303,1.83664120017955,46.6666666666667,51.5336108971492
"60","Whipoorwill",14,"white ash",3.03030303030303,3.5835095626582,40,46.6138125929612
"61","Whipoorwill",14,"white birch",12.1212121212121,7.69177375393913,13.3333333333333,33.1463192084846
"62","Whipoorwill",14,"white pine",51.5151515151515,71.7033547585003,53.3333333333333,176.551839606985
"63","Whiskey Flats",15,"american beech",28.5714285714286,7.32604731676746,40,75.897475888196
"64","Whiskey Flats",15,"american elm",4.76190476190476,2.77660846461425,33.3333333333333,40.8718465598523
"65","Whiskey Flats",15,"red maple",33.3333333333333,24.8337971511682,60,118.167130484502
"66","Whiskey Flats",15,"red pine",33.3333333333333,65.0635470674501,46.6666666666667,145.06354706745
"67","Whiskey Flats",16,"american beech",29.6296296296296,28.9956834784398,40,98.6253131080695
"68","Whiskey Flats",16,"black cherry",3.7037037037037,3.46854347228745,20,27.1722471759912
"69","Whiskey Flats",16,"red maple",29.6296296296296,23.722915004045,60,113.352544633675
"70","Whiskey Flats",16,"white birch",25.9259259259259,29.7171107440115,13.3333333333333,68.9763700032708
"71","Whiskey Flats",16,"white cedar",7.40740740740741,8.30462403130053,6.66666666666667,22.3786981053746
"72","Whiskey Flats",16,"yellow birch",3.7037037037037,5.79112326991561,13.3333333333333,22.8281603069526
